BusinessName,LicenseNumber,LicenseType,ServiceStreet,ServiceStreet2,ServiceUnitType,ServiceUnit,ServiceCity,ServiceCounty,ServiceState,ServiceZip,ServiceCountry,IssuedDate,MailingStreet,MailingStreet2,MailingUnitType,MailingUnit,MailingCity,MailingCounty,MailingState,MailingZip,MailingCountry
DAIRY QUEEN,0131896,TPS,2230 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852572125,USA,2016-03-28 00:00:00,,,,,,,,,
COOKS CRYOGENIC SERVICE,0921169,TPS,4328 E KNOX RD  ,,,,GILBERT,MARICOPA,AZ,852967918,USA,2015-12-04 00:00:00,,,,,,,,,
ARAMARK REFRESHMENT SERVICES L,1065156,TPS,110 W ORION ST  ,,,,TEMPE,MARICOPA,AZ,852832852,USA,2015-11-21 00:00:00,1515 E HADLEY ST STE 100,,STE,100,PHOENIX,MARICOPA,AZ,850344140,USA
BMO HARRIS BANK NA,1082114,TPS,111 W MONROE ST FL 13W,,FL,13W,CHICAGO,COOK,IL,606034011,USA,2015-11-21 00:00:00,,,,,,,,,
PARSONS XTREME GOLF LLC,1125457,TPS,15690 N 83RD WAY  ,,,,SCOTTSDALE,MARICOPA,AZ,852601844,USA,2016-04-05 00:00:00,15475 N 84TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852601827,USA
INDEPENDENT NEWSMEDIA INC USA,0858248,TPS,11000 N SCOTTSDALE RD STE 210,,STE,210,SCOTTSDALE,MARICOPA,AZ,852545235,USA,2015-12-15 00:00:00,110 GALAXY DR  ,,,,DOVER,KENT,DE,199019262,USA
MYOFASCIAL STRETCH THERAPY OF,1133161,BOP,7419 E HELM DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852602470,USA,2017-12-27 00:00:00,14145 N 92ND ST UNIT 2001,,UNIT,2001,SCOTTSDALE,MARICOPA,AZ,852603714,USA
CITY HOME I LLC,1066741,TPS,8155 E ROOSEVELT ST UNIT 214,,UNIT,214,SCOTTSDALE,MARICOPA,AZ,852573865,USA,2015-12-16 00:00:00,7442 E CENTURY DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852504628,USA
NORTH 75TH ST BUSINESS CENTER,1020832,TPS,15035 N 75TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852602447,USA,2015-12-24 00:00:00,PO BOX 27240  ,,,,SAN DIEGO,SAN DIEGO,CA,921981240,USA
MICHELIN NORTH AMERICA INC,0110804,TPS,1 PARKWAY S  ,,,,GREENVILLE,GREENVILLE,SC,296155022,USA,2015-12-21 00:00:00,PO BOX 19001  ,,,,GREENVILLE,GREENVILLE,SC,296029001,USA
MICHAEL ZAITZOW,1125394,TPS,7114 E ALOE VERA DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852667175,USA,2016-03-23 00:00:00,2488 W 49TH AVE  ,,,,VANCOUVER,,BC,V6M2V3,CAN
INFINI DESIGNS LLC,1104206,TPS,5330 E HILLERY DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852542336,USA,2014-06-16 00:00:00,,,,,,,,,
SCR MANAGMENT INC,1118126,BOP,9805 E BELL RD STE 140,,STE,140,SCOTTSDALE,MARICOPA,AZ,852602337,USA,2017-11-22 00:00:00,,,,,,,,,
GORILLA BUILDERS LLC,1094611,TPS,16035 W DIXILETA DR  ,,,,SURPRISE,MARICOPA,AZ,853876218,USA,2016-01-28 00:00:00,,,,,,,,,
SONORAN SPINE CENTER PC,1096995,BOP,9700 N 91ST ST STE B108,,STE,B108,SCOTTSDALE,MARICOPA,AZ,852585036,USA,2018-10-19 00:00:00,1255 W RIO SALADO PKWY STE 107,,STE,107,TEMPE,MARICOPA,AZ,852812892,USA
WEST CONSTRUCTION & DEVELOPMEN,1123060,TPS,8419 E CORTEZ ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852605740,USA,2016-02-16 00:00:00,,,,,,,,,
GLAM SQUAD,1116077,TPS,7123 E SAHUARO DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852545237,USA,2015-12-30 00:00:00,,,,,,,,,
COLLINS AND COMPANY CONSTRUCTI,1097694,TPS,3104 E CAMELBACK RD STE 557,,STE,557,PHOENIX,MARICOPA,AZ,850164502,USA,2016-07-26 00:00:00,,,,,,,,,
TARA GUTHRIE AND GARY MULLEN,1078766,TPS,4-470 FAITH DR  ,,,,MISSISSAUGA,,ON,L5R4E8,CAN,2016-01-11 00:00:00,1425 E MCDOWELL RD  ,,,,PHOENIX,MARICOPA,AZ,850062938,USA
REDDEN CONSTRUCTION INC,1051327,TPS,4131 E WOOD ST  ,,,,PHOENIX,MARICOPA,AZ,850401940,USA,2016-01-12 00:00:00,,,,,,,,,
EDICINE UC,1109108,BOP,34597 N 60TH ST STE 110,,STE,110,SCOTTSDALE,MARICOPA,AZ,852665240,USA,2018-01-26 00:00:00,,,,,,,,,
TRINITY BIOTECH DISTRIBUTION,1089752,TPS,2823 GIRTS RD  ,,,,JAMESTOWN,CHAUTAUQUA,NY,147019666,USA,2015-11-21 00:00:00,PO BOX 1059  ,,,,JAMESTOWN,CHAUTAUQUA,NY,147021059,USA
DUNKIN DONUTS,1061289,TPS,10240 N 90TH ST STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852584431,USA,2015-12-16 00:00:00,450 N MCCLINTOCK DR FL 2-102,,FL,2-102,CHANDLER,MARICOPA,AZ,852262562,USA
THE ULTIMATE PLUMBER LLC,1038707,TPS,713 N 96TH PL  ,,,,MESA,MARICOPA,AZ,852076203,USA,2015-12-31 00:00:00,,,,,,,,,
SCOTTSDALE NORTH MARKETPLACE,1085942,TPS,31313 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852662995,USA,2015-12-23 00:00:00,2009 PORTER FIELD WAY STE P,,STE,P,UPLAND,SAN BERNARDINO,CA,917861106,USA
PINNACLE FINANCE LLC,1055290,BOP,9915 E BELL RD STE 120,,STE,120,SCOTTSDALE,MARICOPA,AZ,852602395,USA,2017-12-26 00:00:00,,,,,,,,,
PEGASUS SOLUTIONS COMPANIES,0897991,TPS,14000 N PIMA RD STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852603945,USA,2018-07-25 00:00:00,,,,,,,,,
ARIZONIACS (ADLER MEDIA),1121764,TPS,1752 W ISABELLA AVE  ,,,,MESA,MARICOPA,AZ,852025715,USA,2018-01-30 00:00:00,1955 W BASELINE RD STE 113-312,,STE,113-312,MESA,MARICOPA,AZ,852029002,USA
SW KARMA,1122098,BOP,7950 E THOMPSON PEAK PKWY  ,,,,SCOTTSDALE,MARICOPA,AZ,852557405,USA,2017-12-15 00:00:00,,,,,,,,,
MERCURY CONSTRUCTION & DESIGN,0913885,TPS,9187 N 82ND ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852581710,USA,2016-01-28 00:00:00,,,,,,,,,
GILLSTRAP,1111392,TPS,8586 E INDIAN SCHOOL RD UNIT G,,UNIT,G,SCOTTSDALE,MARICOPA,AZ,852514963,USA,2015-12-15 00:00:00,6501 E GREENWAY PKWY STE 103-252,,STE,103-252,SCOTTSDALE,MARICOPA,AZ,852542065,USA
BJORNSON FAMILY TRUST,1059192,TPS,7291 E ADOBE DR STE 120,,STE,120,SCOTTSDALE,MARICOPA,AZ,852554040,USA,2016-01-26 00:00:00,PO BOX 5932  ,,,,CAREFREE,MARICOPA,AZ,853775932,USA
AIRPARK CONSIGNMENT,1027990,TPS,7848 E REDFIELD RD STE 17,,STE,17,SCOTTSDALE,MARICOPA,AZ,852606946,USA,2015-12-24 00:00:00,,,,,,,,,
ELK N RUT,1135105,BOP,2980 N HAYDEN RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852516615,USA,2018-11-19 00:00:00,,,,,,,,,
MELROSE VINEYARDS,1065957,TPS,885 MELQUA RD  ,,,,ROSEBURG,DOUGLAS,OR,974719628,USA,2015-11-21 00:00:00,,,,,,,,,
FRYS FOOD & DRUG STORE #25,0855378,TPS,7628 E INDIAN SCHOOL RD STE A,,STE,A,SCOTTSDALE,MARICOPA,AZ,852513608,USA,2015-12-01 00:00:00,PO BOX 305103  ,,,,NASHVILLE,DAVIDSON,TN,372305103,USA
ROBERT W PATTILLO,1092727,TPS,1631 MEADOWLARK RD  ,,,,WYOMISSING,BERKS,PA,196102820,USA,2015-11-21 00:00:00,1205 BEACH AVE APT 7,,APT,7,CAPE MAY,CAPE MAY,NJ,082042689,USA
ARIZONA MD BARN COMPANY LLC,1064867,TPS,6209 E JUNIPER AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852541314,USA,2015-12-09 00:00:00,,,,,,,,,
RANGER CONSTRUCTION,1111386,TPS,385 REED ST  ,,,,SANTA CLARA,SANTA CLARA,CA,950503107,USA,2015-12-09 00:00:00,,,,,,,,,
VERIZON WIRELESS,1037522,TPS,16447 N SCOTTSDALE RD STE 109,,STE,109,SCOTTSDALE,MARICOPA,AZ,852548195,USA,2015-12-09 00:00:00,PO BOX 8000  ,,,,MONSEY,ROCKLAND,NY,109528505,USA
PROBUILT CONTRACTING INC,0887617,TPS,307 S ROCHESTER CT  ,,,,GILBERT,MARICOPA,AZ,852969445,USA,2015-12-30 00:00:00,,,,,,,,,
HATFIELD CONSTRUCTION LLC,0923962,TPS,15679 N 83RD WAY STE D6,,STE,D6,SCOTTSDALE,MARICOPA,AZ,852601820,USA,2015-12-08 00:00:00,,,,,,,,,
STACYS HAIR SALON- STACY KIMBE,1115715,TPS,7375 E 6TH AVE STE 2,,STE,2,SCOTTSDALE,MARICOPA,AZ,852513427,USA,2016-01-22 00:00:00,,,,,,,,,
TOUCH OF BAMBOO/BALLOON STUFF,1113838,TPS,1811 45TH ST S  ,,,,WISCONSIN RAPIDS,WOOD,WI,544947710,USA,2015-12-04 00:00:00,1811 45TH ST S  ,,,,WISCONSIN RAPIDS,WOOD,WI,544947710,USA
BADGER BUIDLING & REMODELING I,1032538,TPS,1042 N 110TH ST  ,,,,MESA,MARICOPA,AZ,852071610,USA,2015-12-30 00:00:00,,,,,,,,,
WOLTERS KLUWER FINANCIAL SERVI,1128904,TPS,6815 SAUKVIEW DR  ,,,,SAINT CLOUD,STEARNS,MN,563030811,USA,2016-09-07 00:00:00,PO BOX 1457  ,,,,SAINT CLOUD,STEARNS,MN,563021457,USA
MELALENCA INC,1124063,TPS,4609 W 65TH S  ,,,,IDAHO FALLS,BONNEVILLE,ID,834025742,USA,2016-02-12 00:00:00,,,,,,,,,
MEGA CLEANERS,1133219,BOP,6929 N HAYDEN RD STE C14,,STE,C14,SCOTTSDALE,MARICOPA,AZ,852507979,USA,2018-01-25 00:00:00,,,,,,,,,
UNIVERSAL HELICOPTERS INC,0914932,BOP,14700 N AIRPORT DR STE 100,,STE,100,SCOTTSDALE,MARICOPA,AZ,852602432,USA,2018-02-01 00:00:00,14605 N AIRPORT DR STE 350,,STE,350,SCOTTSDALE,MARICOPA,AZ,852602491,USA
BOK FINANCIAL EQUIPMENT FINANC,1009030,TPS,1 WILLIAMS CTR  ,,,,TULSA,TULSA,OK,741920001,USA,2016-01-08 00:00:00,PO BOX 2300  ,,,,TULSA,TULSA,OK,741022300,USA
BM CONSULTING/BM MEDIA,1124693,BOP,6991 E CAMELBACK RD STE D300,,STE,D300,SCOTTSDALE,MARICOPA,AZ,852512492,USA,2016-03-25 00:00:00,6791 E SOARING EAGLE WAY  ,,,,SCOTTSDALE,MARICOPA,AZ,852667358,USA
GHA TECHNOLOGIES,0862929,TPS,8998 E RAINTREE DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852607024,USA,2015-12-21 00:00:00,,,,,,,,,
CARMEN,1120614,TPS,7126 E 5TH AVE STE A,,STE,A,SCOTTSDALE,MARICOPA,AZ,852513230,USA,2015-12-01 00:00:00,,,,,,,,,
FRANKE CONTRACT GROUP,1069377,TPS,800 AVIATION PKWY  ,,,,SMYRNA,RUTHERFORD,TN,371672581,USA,2015-12-15 00:00:00,,,,,,,,,
BLUE VAN LEASING CORP,1022182,BOP,14500 N NORTHSIGHT BLVD STE 329,,STE,329,SCOTTSDALE,MARICOPA,AZ,852603664,USA,2017-12-22 00:00:00,,,,,,,,,
FINE LINE FABRICATING INC,1116877,TPS,16461 N 25TH AVE  ,,,,PHOENIX,MARICOPA,AZ,850233103,USA,2015-12-23 00:00:00,,,,,,,,,
BRIGHTVIEW ENTERPRISE SOLUTION,1120280,TPS,6530 W CAMPUS OVAL STE 300,,STE,300,NEW ALBANY,FRANKLIN,OH,430548840,USA,2016-05-09 00:00:00,,,,,,,,,
SIERRA BUILDING SYSTEMS LLC,1130278,TPS,6416 S SOSSAMAN RD  ,,,,MESA,MARICOPA,AZ,852125812,USA,2016-10-19 00:00:00,,,,,,,,,
SAFEALERT PROTECTION INC,0122353,TPS,21752 N 86TH DR  ,,,,PEORIA,MARICOPA,AZ,853822495,USA,2016-01-04 00:00:00,PO BOX 10095  ,,,,GLENDALE,MARICOPA,AZ,853180095,USA
LA CHINE BAKERY,1128855,TPS,2855 E QUENTON ST  ,,,,MESA,MARICOPA,AZ,852131937,USA,2016-08-01 00:00:00,,,,,,,,,
SCOTTSDALE BIBLE CHURCH,0864929,TPS,7601 E SHEA BLVD  ,,,,SCOTTSDALE,MARICOPA,AZ,852605551,USA,2015-12-30 00:00:00,,,,,,,,,
PINNACLE IN PERIMETER CENTER,1005065,TPS,17851 N 85TH ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852556309,USA,2015-12-24 00:00:00,14648 N SCOTTSDALE RD STE 140,,STE,140,SCOTTSDALE,MARICOPA,AZ,852542780,USA
KEY MANAGEMENT CO INC,0118922,TPS,5930 W GREENWAY RD STE 13,,STE,13,GLENDALE,MARICOPA,AZ,853063296,USA,2016-01-04 00:00:00,5930 W GREENWAY RD STE 13,,STE,13,GLENDALE,MARICOPA,AZ,853063296,USA
FLYIN HAWAIIAN,1120283,TPS,19443 N 39TH AVE  ,,,,GLENDALE,MARICOPA,AZ,853082220,USA,2015-12-07 00:00:00,,,,,,,,,
CRESCENT MOON YOGA,1134398,BOP,7825 E EVANS RD STE 600,,STE,600,SCOTTSDALE,MARICOPA,AZ,852606927,USA,2018-05-21 00:00:00,,,,,,,,,
TOTTIES ASIAN FUSION TWO,1133326,BOP,6204 N SCOTTSDALE RD STE 107,,STE,107,SCOTTSDALE,MARICOPA,AZ,852535423,USA,2017-09-19 00:00:00,,,,,,,,,
WINDSTREAM COMMUNICATION,1055785,TPS,2134 W LABURNUM AVE  ,,,,RICHMOND,RICHMOND CITY,VA,232274342,USA,2016-01-06 00:00:00,4001 N RODNEY PARHAM RD  ,,,,LITTLE ROCK,PULASKI,AR,722122459,USA
DE LA FIT LLC,1089065,TPS,7342 E SHEA BLVD STE 107,,STE,107,SCOTTSDALE,MARICOPA,AZ,852606467,USA,2015-12-07 00:00:00,,,,,,,,,
SONORAN SIGN SERVICE LLC,1109323,TPS,523 W HILLVIEW CIR  ,,,,MESA,MARICOPA,AZ,852012567,USA,2016-01-06 00:00:00,,,,,,,,,
WICKED TEASE,1126025,TPS,6035 HEMLOCK CT  ,,,,DOUGLASVILLE,DOUGLAS,GA,301355572,USA,2016-04-12 00:00:00,23 CATALPA CT  ,,,,FORT MYERS,LEE,FL,339197500,USA
SUNDT CONSTRUCTION INC,1075226,TPS,2015 W RIVER RD STE 101,,STE,101,TUCSON,PIMA,AZ,857041676,USA,2015-12-23 00:00:00,,,,,,,,,
SYMMETRY CONSTRUCTION LLC,1088687,TPS,218 W ORCHID LN  ,,,,PHOENIX,MARICOPA,AZ,850214541,USA,2015-12-09 00:00:00,11042 N 24TH AVE STE 104,,STE,104,PHOENIX,MARICOPA,AZ,850294777,USA
SUN GOLD TATTOO & BARBER,1134026,BOP,1608 N MILLER RD STE 3,,STE,3,SCOTTSDALE,MARICOPA,AZ,852572237,USA,2018-02-22 00:00:00,,,,,,,,,
BOGART CONSTRUCTION INC,1112216,TPS,9980 IRVINE CENTER DR STE 200,,STE,200,IRVINE,ORANGE,CA,926184365,USA,2016-03-14 00:00:00,,,,,,,,,
14939 N NORTHSIGHT BLVD LLC,1074497,TPS,14939 N NORTHSIGHT BLVD  ,,,,SCOTTSDALE,MARICOPA,AZ,852602601,USA,2015-12-11 00:00:00,6218 N FEDERAL HWY  ,,,,FORT LAUDERDALE,BROWARD,FL,333081904,USA
THE UPS STORE,0920335,TPS,8776 E SHEA BLVD STE 106,,STE,106,SCOTTSDALE,MARICOPA,AZ,852606629,USA,2015-12-23 00:00:00,,,,,,,,,
REVIV,1133657,BOP,7575 E PRINCESS DR  ,,,,SCOTTSDALE,MARICOPA,AZ,852555800,USA,2017-12-11 00:00:00,PO BOX 44250  ,,,,PHOENIX,MARICOPA,AZ,850644250,USA
SCOTTSDALE COIN,1100620,TPS,10233 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852531424,USA,2016-01-04 00:00:00,10261 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852531424,USA
FORTE GIFTS LLC,1103425,TPS,18650 N THOMPSON PEAK PKWY APT 1085,,APT,1085,SCOTTSDALE,MARICOPA,AZ,852556196,USA,2015-12-11 00:00:00,,,,,,,,,
TECHNOLOGY INVESTMENT PARTNERS,1015829,TPS,40950 WOODWARD AVE STE 201,,STE,201,BLOOMFIELD HILLS,OAKLAND,MI,483045128,USA,2015-12-16 00:00:00,,,,,,,,,
KEITH'S GRADING CO INC,1098828,TPS,8568 N 33RD AVE  ,,,,PHOENIX,MARICOPA,AZ,850519015,USA,2015-12-28 00:00:00,,,,,,,,,
AAA ROADSIDE ASSISTANCE LLC,1125503,TPS,7520 E MCDOWELL RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852573514,USA,2016-03-28 00:00:00,PO BOX 24502  ,,,,OAKLAND,ALAMEDA,CA,946232450,USA
KURUSH MOTORSPORTS,1124997,TPS,3007 N 73RD ST STE A,,STE,A,SCOTTSDALE,MARICOPA,AZ,852517203,USA,2016-03-09 00:00:00,919 N QUARTZ ST  ,,,,GILBERT,MARICOPA,AZ,852343661,USA
ECO LIVING OF SCOTTSDALE,1069054,TPS,15444 N 76TH ST STE 120,,STE,120,SCOTTSDALE,MARICOPA,AZ,852601894,USA,2011-12-05 00:00:00,,,,,,,,,
POLARIS RESTORATION INC,1080531,TPS,8427 E VERDE LN  ,,,,SCOTTSDALE,MARICOPA,AZ,852517329,USA,2015-12-09 00:00:00,8427 E VERDE LN  ,,,,SCOTTSDALE,MARICOPA,AZ,852517329,USA
VNS INC,0137305,TPS,11902 W THUNDERBIRD RD  ,,,,EL MIRAGE,MARICOPA,AZ,853353080,USA,2007-12-24 00:00:00,520 N BULLARD AVE STE 59,,STE,59,GOODYEAR,MARICOPA,AZ,853382534,USA
SILVERTON CONTRACTORS INC,1051207,TPS,5625 N 4TH ST  ,,,,PHOENIX,MARICOPA,AZ,850121304,USA,2015-12-18 00:00:00,,,,,,,,,
NOS COMMUNICATIONS INC,1070560,TPS,250 PILOT RD STE 300,,STE,300,LAS VEGAS,CLARK,NV,891193514,USA,2015-12-07 00:00:00,242 RANGELINE RD  ,,,,LONGWOOD,SEMINOLE,FL,327504035,USA
PROROYAL JEWELRY INC,1065660,TPS,3006 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852517210,USA,2016-01-04 00:00:00,,,,,,,,,
1900 BUILDING LLLP,1115946,TPS,15982 N 78TH ST STE A,,STE,A,SCOTTSDALE,MARICOPA,AZ,852601214,USA,2015-12-17 00:00:00,,,,,,,,,
A NEW BEGINNING OUTPATIENT TRE,1065799,TPS,9825 N 95TH ST STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852584590,USA,2015-12-23 00:00:00,,,,,,,,,
HIGGINBOTHAM GLASS CORPORATION,1036788,TPS,36424 N 27TH ST  ,,,,CAVE CREEK,MARICOPA,AZ,853310905,USA,2016-01-06 00:00:00,,,,,,,,,
KGM BUILDERS INC,0867818,TPS,7501 N 35TH AVE  ,,,,PHOENIX,MARICOPA,AZ,850517422,USA,2015-12-23 00:00:00,5134 N CENTRAL AVE STE 100,,STE,100,PHOENIX,MARICOPA,AZ,850121476,USA
PHP COMMERCIAL PAINTING,1126278,TPS,2202 W LONE CACTUS DR STE 9,,STE,9,PHOENIX,MARICOPA,AZ,850272621,USA,2016-04-25 00:00:00,,,,,,,,,
ROBERT F GUYETTE MEDICAL LLC,0865158,TPS,9741 N 90TH PL  ,,,,SCOTTSDALE,MARICOPA,AZ,852580000,USA,2015-12-18 00:00:00,,,,,,,,,
CHARALAMBOUS,1033064,TPS,8439 E CORONADO RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852572452,USA,2008-07-15 00:00:00,263 W 3RD PL  ,,,,MESA,MARICOPA,AZ,852016548,USA
GRAND CANYON PLANNING ASSOCIAT,1043354,BOP,9035 E MOUNTAIN VIEW RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852584405,USA,2017-12-07 00:00:00,9035 E MOUNTAIN VIEW RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852584405,USA
THE PACIFIK IMAGE,1131717,TPS,1114 W CHESTNUT ST  ,,,,CENTRALIA,LEWIS,WA,985311144,USA,2016-11-18 00:00:00,1741 W ROVEY AVE  ,,,,PHOENIX,MARICOPA,AZ,850152066,USA
SAKANA SUSHI & GRILL - SCOTTSD,1011074,TPS,6989 N HAYDEN RD STE A12,,STE,A12,SCOTTSDALE,MARICOPA,AZ,852507972,USA,2015-12-23 00:00:00,PO BOX 7240  ,,,,CHANDLER,MARICOPA,AZ,852467240,USA
ARVATO SERVICES LLC,1016681,TPS,21355 RIDGETOP CIR STE 150,,STE,150,STERLING,LOUDOUN,VA,201668503,USA,2015-11-21 00:00:00,1745 BROADWAY FL 20TH,,FL,20TH,NEW YORK,NEW YORK,NY,100194640,USA
OSBORN 6932 LLC,1088297,TPS,6932 E OSBORN RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852516232,USA,2015-12-07 00:00:00,7420 E VIA ESTRELLA AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852581006,USA
PRECISION EYECARE/DR STEVEN CH,0909844,TPS,7970 E THOMPSON PEAK PKWY STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852557407,USA,2015-12-09 00:00:00,,,,,,,,,
ZARA,1093801,TPS,7014 E CAMELBACK RD STE 1044,,STE,1044,SCOTTSDALE,MARICOPA,AZ,852511230,USA,2016-01-15 00:00:00,2711 CENTERVILLE RD  ,,,,WILMINGTON,NEW CASTLE,DE,198081660,USA
ALTER G, INC.,1078467,TPS,48438 MILMONT DR  ,,,,FREMONT,ALAMEDA,CA,945387326,USA,2015-11-21 00:00:00,,,,,,,,,
ANDREA MERICAN ART LLC,1102103,TPS,6809 E CORONADO RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852572611,USA,2015-12-04 00:00:00,PO BOX 1482  ,,,,SCOTTSDALE,MARICOPA,AZ,852521482,USA
WARSAW PROPERTIES LLC,1032948,TPS,2601 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852571346,USA,2015-12-09 00:00:00,1869 MEINERS RD  ,,,,OJAI,VENTURA,CA,930231625,USA
BIXORE,1126128,TPS,9127 N RENAISSANCE DR  ,,,,CEDAR HILLS,UTAH,UT,840629510,USA,2016-05-18 00:00:00,,,,,,,,,
ON THE EDGE GALLERY INC,1082528,TPS,7050 E 5TH AVE  ,,,,SCOTTSDALE,MARICOPA,AZ,852513216,USA,2015-12-18 00:00:00,,,,,,,,,
INTERSTATE RESTORATION,1112101,TPS,3401 QUORUM DR STE 300,,STE,300,FORT WORTH,TARRANT,TX,761373621,USA,2016-01-04 00:00:00,,,,,,,,,
PINNACLE AVIATION,1051442,TPS,14988 N 78TH WAY STE 106,,STE,106,SCOTTSDALE,MARICOPA,AZ,852603476,USA,2015-12-03 00:00:00,,,,,,,,,
SPWR USB 2013-3 LLC,1104658,TPS,77 RIO ROBLES  ,,,,SAN JOSE,SANTA CLARA,CA,951341859,USA,2015-12-29 00:00:00,4301 W WILLIAM CANNON DR STE B150-291,,STE,B150-291,AUSTIN,TRAVIS,TX,787491473,USA
SHANNON MANDADI & EDWARD MURPH,1121275,TPS,935 N GRANITE REEF RD UNIT 123,,UNIT,123,SCOTTSDALE,MARICOPA,AZ,852574588,USA,2015-12-03 00:00:00,8518 W DEER VALLEY RD STE 100,,STE,100,PEORIA,MARICOPA,AZ,853825388,USA
AUTOMON LLC,1076913,BOP,6621 N SCOTTSDALE RD  ,,,,SCOTTSDALE,MARICOPA,AZ,852504421,USA,2017-12-05 00:00:00,,,,,,,,,
PROGRESSIVE FENCE CO CORPORATI,1077406,TPS,5626 W NORTH LN  ,,,,GLENDALE,MARICOPA,AZ,853021428,USA,2016-01-14 00:00:00,,,,,,,,,
J.A. UNIFORMS INC,1096487,TPS,12323 SW 132ND CT  ,,,,MIAMI,MIAMI-DADE,FL,331866477,USA,2016-01-11 00:00:00,,,,,,,,,
AVENIR GROUP,1038225,TPS,11648 E SHEA BLVD STE 101,,STE,101,SCOTTSDALE,MARICOPA,AZ,852595111,USA,2015-12-22 00:00:00,,,,,,,,,
960 THE PATRIOT-KKNT-AM,1121152,TPS,2425 E CAMELBACK RD STE 570,,STE,570,PHOENIX,MARICOPA,AZ,850164250,USA,2016-04-22 00:00:00,,,,,,,,,
CAL CHRISTIANSEN & COMPANY,1105316,TPS,1110 E VISTA AVE  ,,,,PHOENIX,MARICOPA,AZ,850204124,USA,2015-12-10 00:00:00,,,,,,,,,
BENNETT,1112349,TPS,7575 E INDIAN BEND RD APT 2137,,APT,2137,SCOTTSDALE,MARICOPA,AZ,852504680,USA,2015-04-21 00:00:00,4545 E SHEA BLVD STE 200,,STE,200,PHOENIX,MARICOPA,AZ,850283076,USA
VALLEY TRENCHING,0905285,TPS,8020 S 38TH WAY  ,,,,PHOENIX,MARICOPA,AZ,850429622,USA,2015-12-09 00:00:00,,,,,,,,,
NUTRIE LLC,1091275,TPS,8501 E PRINCESS DR STE 210,,STE,210,SCOTTSDALE,MARICOPA,AZ,852555482,USA,2014-12-11 00:00:00,8501 E PRINCESS DR STE 120,,STE,120,SCOTTSDALE,MARICOPA,AZ,852555481,USA
DORM ROOM MOVERS LLC,1086098,BOP,5111 N SCOTTSDALE RD STE 200,,STE,200,SCOTTSDALE,MARICOPA,AZ,852507009,USA,2017-12-29 00:00:00,,,,,,,,,
CINEMAGIC INC,1092579,TPS,15475 N GREENWAY HAYDEN LOOP STE B2-3,,STE,B2-3,SCOTTSDALE,MARICOPA,AZ,852601614,USA,2013-11-23 00:00:00,23335 N 18TH DR STE 134,,STE,134,PHOENIX,MARICOPA,AZ,850276302,USA
GATEWAY ELECTRIC MEDICAL MGT S,0930358,TPS,201 W 103RD ST STE 140,,STE,140,INDIANAPOLIS,HAMILTON,IN,462901109,USA,2015-12-17 00:00:00,,,,,,,,,
ENERGY,1132937,BOP,7835 E REDFIELD RD STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852606902,USA,2018-08-24 00:00:00,7835 E REDFIELD RD STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852606902,USA
BREAKFREE UNLIMITED LLC,1132015,TPS,7357 E MCKINLEY ST  ,,,,SCOTTSDALE,MARICOPA,AZ,852574315,USA,2017-06-06 00:00:00,,,,,,,,,
AVERAGE JOE'S RIDE SHOP LLC,1100770,TPS,7607 E MCDOWELL RD STE 102,,STE,102,SCOTTSDALE,MARICOPA,AZ,852573604,USA,2015-12-03 00:00:00,2905 S ELLSWORTH RD STE 102,,STE,102,MESA,MARICOPA,AZ,852122145,USA
